-1.25394,-1.23586,1.34334,-0.733065,1.83225,1.33741,0.449102,1.04646,-1.29308,2.76507,0.4606,1.02657,-0.428075,1.21399,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,-0.49975,0.765973
-0.458797,2.24707,-0.503176,0.965893,-0.699357,-0.3178,-0.963168,-0.765594,-1.29308,-1.19081,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,-0.49975,0.765973
1.13149,-0.738298,1.34334,-0.41451,-0.699357,0.509805,0.449102,0.140434,-1.29308,1.18272,0.4606,-0.704573,2.3337,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,1.999,-1.30422
-1.25394,1.74951,-0.503176,1.6384,-0.699357,0.509805,0.449102,1.04646,-0.340885,0.831087,0.4606,-0.704573,2.3337,-0.822906,-0.195916,-0.552429,-0.338692,-3.12137,-0.206664,-0.4667,-1.57538,-0.149908,-0.49975,0.765973
-1.25394,0.256825,0.420083,0.576549,-0.699357,-0.3178,0.449102,1.04646,1.5635,1.53435,0.4606,1.02657,2.3337,-0.822906,-0.195916,1.80838,-0.338692,0.320052,-0.206664,-0.4667,-1.57538,-0.149908,-0.49975,0.765973
1.13149,1.25195,-0.503176,2.06314,1.83225,-0.3178,0.449102,1.04646,1.5635,-0.047998,0.4606,-0.704573,2.3337,1.21399,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,-1.57538,-0.149908,1.999,-1.30422
1.13149,0.256825,-0.503176,-0.166746,0.566448,1.33741,0.449102,1.04646,-0.340885,1.53435,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,-0.49975,0.765973
-0.458797,1.25195,-0.503176,1.28445,-0.699357,-0.3178,0.449102,-0.765594,0.611307,-0.047998,0.4606,-0.704573,-0.428075,1.21399,-0.195916,-0.552429,2.94958,0.320052,-0.206664,2.14056,-1.57538,-0.149908,-0.49975,-1.30422
1.13149,-0.738298,-0.503176,-0.0605608,1.19935,0.509805,-2.37544,1.04646,-1.29308,2.23762,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,1.999,-1.30422
-0.458797,0.754386,1.34334,0.682734,-0.699357,-1.97301,1.86137,-0.765594,0.611307,-0.663357,0.4606,1.02657,-0.428075,-0.822906,-0.195916,1.80838,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,-0.49975,-1.30422
-0.458797,-0.738298,-0.503176,-0.69767,-0.699357,-1.1454,-0.963168,-1.67162,0.611307,-0.927083,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,1.80838,-0.338692,0.320052,-0.206664,2.14056,-1.57538,-0.149908,-0.49975,0.765973
-1.25394,2.24707,-0.503176,0.364179,-0.699357,-1.1454,-0.963168,1.04646,-0.340885,-1.01499,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,2.14056,-1.57538,-0.149908,-0.49975,0.765973
-0.458797,-0.738298,-0.503176,-0.591485,-0.699357,-0.3178,-0.963168,-1.67162,0.611307,-1.19081,0.4606,-0.704573,-0.428075,1.21399,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,-0.49975,0.765973
-1.25394,0.256825,1.34334,-0.733065,-0.699357,1.33741,0.449102,1.04646,0.611307,2.14971,0.4606,1.02657,-0.428075,-0.822906,-0.195916,1.80838,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,1.999,-1.30422
-1.25394,-0.489517,-0.503176,-0.662275,-0.699357,-0.3178,-0.963168,1.04646,0.611307,-0.663357,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,1.80838,-0.338692,0.320052,-0.206664,2.14056,-1.57538,-0.149908,-0.49975,0.765973
-1.25394,0.256825,-0.503176,-0.69767,-0.0664547,-0.3178,-0.963168,-0.765594,0.611307,-0.311723,0.4606,-0.704573,-0.428075,-0.822906,-0.195916,-0.552429,-0.338692,0.320052,-0.206664,-0.4667,0.634131,-0.149908,1.999,-1.30422
