0.681488,-0.01507,-0.95592,-0.566656,-0.569329,0.693099,-0.57072,-0.290872,-0.953958,-1.15631,-0.287892,0.918529,-0.316941,0.123309,-0.195272
-1.49549,2.20289,-0.060007,-0.566656,-0.569329,0.468205,-0.0922306,0.244013,-0.953958,-1.15631,0.740293,0.918529,-0.316941,-0.79064,-0.0877882
-1.49549,-0.519369,-0.855481,-0.566656,-0.569329,0.468205,-0.0922306,-0.216167,-0.953958,0.86357,-0.493529,0.918529,-0.316941,0.571662,-0.0371174
0.681488,-0.254074,-0.646569,-0.566656,-0.569329,0.693099,-0.57072,0.456175,-0.953958,-1.15631,0.534656,-1.08712,-0.316941,-0.462998,-0.194696
0.681488,-0.864332,0.174015,-0.566656,-0.569329,0.693099,-0.57072,-0.153415,-0.953958,0.86357,-0.493529,0.918529,3.26813,-0.348035,-0.195272
0.681488,0.0845151,-0.152411,-0.566656,-0.569329,0.0184153,-0.57072,0.0826515,-0.953958,0.86357,-0.493529,-1.08712,-0.316941,1.03151,-0.195272
0.681488,0.171353,-0.747007,-0.566656,-0.569329,0.24331,-0.0922306,1.27793,-0.953958,0.86357,-0.493529,-1.08712,-0.316941,-0.0951187,5.80941
-1.49549,-0.645244,1.37124,-0.566656,-0.569329,-0.881164,-0.57072,-0.652442,-0.953958,0.86357,-0.493529,0.918529,-0.316941,-0.57796,0.0636484
0.681488,1.8643,-0.855481,1.65489,1.70141,-0.206479,-0.0922306,0.518926,-0.953958,0.86357,-0.493529,0.918529,-0.316941,-0.00314896,-0.135004
0.681488,0.914657,0.0313922,1.65489,1.70141,0.693099,-0.57072,0.281366,-0.953958,0.86357,-0.493529,-1.08712,-0.316941,-0.738907,0.0814983
0.681488,-0.712166,-0.789192,-0.566656,-0.569329,-1.33095,-0.0922306,-0.0174527,1.04674,0.86357,-0.493529,-1.08712,-0.316941,-0.302051,-0.195272
0.681488,-0.0875679,-0.58731,-0.566656,-0.569329,-1.33095,-0.0922306,0.630983,-0.953958,0.86357,-0.493529,0.918529,-0.316941,0.4567,-0.156885
-1.49549,0.576067,0.249344,-0.566656,-0.569329,-0.206479,-0.57072,-0.365576,-0.953958,0.86357,-0.493529,-1.08712,-0.316941,-1.03781,-0.195272
0.681488,1.3592,0.257379,-0.566656,-0.569329,-0.206479,-0.57072,-0.652442,1.04674,0.86357,-0.493529,0.918529,-0.316941,-1.03781,0.321033
-1.49549,1.17995,1.15329,-0.566656,-0.569329,0.468205,-0.57072,0.829698,-0.953958,-1.15631,0.94593,-1.08712,-0.316941,-1.03781,-0.195272
0.681488,0.450192,-0.0690465,1.65489,1.70141,-0.206479,-0.57072,-0.58969,-0.953958,-1.15631,1.56284,-1.08712,-0.316941,0.801586,-0.195272
0.681488,-0.220614,-0.780152,-0.566656,-0.569329,0.0184153,-0.57072,-0.377529,-0.953958,-1.15631,0.123382,-1.08712,-0.316941,1.23844,-0.195272
-1.49549,-0.618954,0.224234,-0.566656,-0.569329,0.468205,-0.57072,0.28286,-0.953958,-1.15631,1.56284,0.918529,-0.316941,-0.348035,-0.148248
0.681488,-0.732083,-0.9057,-0.566656,-0.569329,-1.10606,-0.0922306,-0.46568,-0.953958,0.86357,-0.493529,-1.08712,-0.316941,-1.03781,-0.195272
-1.49549,-0.944,0.768612,-0.566656,-0.569329,-0.881164,-0.0922306,-0.440281,-0.953958,-1.15631,0.94593,0.918529,-0.316941,-0.48599,-0.195272
0.681488,-0.479535,1.30395,-0.566656,-0.569329,-1.33095,-0.57072,0.0826515,-0.953958,-1.15631,3.0023,0.918529,-0.316941,0.111813,0.0365856
0.681488,-0.618954,-0.755042,-0.566656,-0.569329,-1.33095,-0.57072,-0.414881,-0.953958,0.86357,-0.493529,0.918529,3.26813,0.686624,-0.195272
-1.49549,1.33291,0.651099,-0.566656,-0.569329,-1.33095,-0.57072,1.6888,-0.953958,-1.15631,0.740293,-1.08712,-0.316941,-1.03781,0.0465662
-1.49549,-0.286738,1.9568,-0.566656,-0.569329,0.917994,-0.0922306,0.25746,-0.953958,-1.15631,-0.287892,0.918529,-0.316941,-0.348035,-0.19316
-1.49549,0.808698,0.349783,-0.566656,-0.569329,0.468205,-0.57072,-0.514985,-0.953958,-1.15631,0.123382,-1.08712,-0.316941,-0.204333,-0.195272
