-0.39859,-0.0405504,-0.0268608,-0.713384,0.363579,-0.101009,0.520383,0.297126,1.12256,0.0211349,-0.566016,-0.656956,-0.351196,-1.41097,-1.23743,-0.649845,-0.401943,-0.582796,0.0115837,-0.317326,-0.119309,-0.457924,-0.856099,-0.492038,-0.0176525,-0.246035,0.0335638,0.480528,0.154114,-0.884387,-1.74668,-0.837755,0.45944,1.51991,1.77951,1.76378,1.27294,1.26797,0.846419,-0.206014,-1.39238,0.030266,0.258704,1.58694,0.440998,-0.164489,-0.199567,0.686931,-0.379064,0.876396,0.59385,-1.11275,-0.596166,0.679259,-0.294934,1.47807,1.75954,0.0697021,0.171265,-0.657361
0.701845,0.420616,1.05308,0.322552,0.775804,2.60094,1.51896,2.50494,1.31515,0.587289,1.92749,2.89122,2.96956,2.93743,2.0747,2.43247,2.21489,1.66361,1.1535,0.832861,-0.340783,-0.856153,-1.0044,-1.17622,-1.43073,-1.60127,-1.52674,-1.75946,-0.831526,-1.71293,-0.587289,-0.676902,-1.05959,-0.731413,-1.01096,0.126277,0.0820853,-1.09853,-0.712293,-0.639235,-0.712122,-1.30383,-0.765805,-0.384685,-0.891206,-1.04773,-0.798743,-0.275952,-0.306749,-1.04823,-0.297185,-0.521092,-0.256239,-0.841122,0.0154657,1.89647,1.06816,-0.471269,-0.443484,-0.418842
-0.128918,0.599621,1.71926,1.16935,0.399581,2.0883,1.96403,2.8455,3.22499,3.05873,2.99377,3.25389,1.99412,1.43142,1.59521,1.3523,0.985739,1.15774,1.50429,1.13783,0.730515,0.193155,-0.87009,-1.28747,-0.581087,-1.93302,-0.79442,0.671515,-0.160142,1.22525,1.62027,0.306981,-1.11867,-0.572272,0.118198,-0.304965,1.03285,1.57739,1.06342,0.899428,1.02535,-0.116123,-0.242039,0.0609569,0.091459,-1.06789,0.141998,-0.272748,-1.08274,-0.718919,-1.06331,1.01514,0.83436,-0.197357,1.22885,2.82044,4.11025,1.30621,0.252153,0.256962
-0.833544,-0.647348,0.48058,-0.717683,-0.984703,-1.1466,-0.193349,-0.0845432,-0.998443,-0.609,-1.1146,-0.36425,-1.80833,-0.428445,-0.717051,-0.710881,-1.3148,-0.857335,-0.383008,-0.631048,-1.29921,-0.997623,-0.365244,-0.786456,-1.47564,-0.701715,-0.718705,-1.86359,-1.8026,-1.01938,0.567892,1.38325,0.943187,-0.231503,0.0105307,-0.316702,0.737741,2.54371,3.31484,3.38905,1.88677,1.31754,0.535696,0.796191,1.53182,1.52883,1.64511,1.06023,0.449774,0.656857,0.668797,-0.137035,-1.00691,0.555985,-0.111516,-0.160672,-0.487459,-0.548551,-0.637616,1.03215
2.04585,0.854476,0.111059,-0.311475,-0.291661,-0.671177,-0.0137023,1.31413,1.5069,1.76795,1.35027,1.03503,1.08039,0.710942,0.645478,0.662426,1.19319,0.638482,-1.16909,-0.378624,-0.753477,-0.76236,-0.295693,-0.555187,-1.46707,-1.98698,-0.010807,1.29001,0.35016,-0.491634,0.0272183,0.501131,-0.625238,-1.31954,-0.762048,0.125898,0.402619,-0.0843167,-0.215997,-0.381765,-0.533875,-0.200875,-0.444926,-0.975122,-0.844381,-0.805084,-0.997702,-1.32856,-0.804608,-1.158,-0.0390349,-1.07123,-0.751966,-0.0603859,0.241211,-1.17181,-0.107198,-0.486726,0.446284,0.574988
-0.0245289,0.208237,-0.419802,-0.784309,-0.662484,-0.0942416,-0.0266498,0.56958,0.274499,0.71153,0.473134,1.24778,2.56093,3.18123,3.3092,2.66629,2.0283,1.72134,0.84728,-0.193589,-1.55792,-0.882336,-0.231737,-1.612,-1.92353,-0.512867,-0.664564,-1.34502,-1.25275,-0.336254,0.250123,0.181768,-0.422829,-0.793253,-0.971979,-0.375766,0.0704143,0.357523,0.399853,0.10295,-0.10842,-0.0787851,-1.2536,-0.677278,-0.514628,-0.386233,-0.691788,-0.673282,-0.710042,-0.901868,-0.472062,-0.925909,-1.31851,-0.978093,-1.12737,0.118262,-0.366467,-0.811309,-0.459662,-0.0610632
0.110307,1.73433,2.29696,1.86786,1.65966,1.12392,-0.787317,0.0622528,0.255915,1.06417,-0.432637,-1.31662,-1.57493,0.478079,1.07921,0.711427,0.375523,-0.0998675,-1.17219,-0.532058,0.633159,1.36478,1.16728,-0.488274,-0.606809,-0.0727838,-0.532673,-0.637146,-1.76639,-1.65812,0.358071,0.906314,-0.584563,-0.933799,-0.369198,0.497698,1.04827,0.416215,1.11566,1.69087,1.24158,-0.240584,-0.365786,-0.293906,-0.440763,-0.753567,-0.115613,0.212699,-0.0341783,-0.331067,0.285735,0.693359,1.99578,0.295739,-0.323152,0.9725,0.238494,0.981626,-0.702326,0.753877
0.988915,0.496465,1.05048,-0.472669,0.730801,-0.20929,-0.308258,-0.863149,-0.2661,0.561994,0.332973,0.416777,-0.0539527,0.507871,1.17998,0.254088,-0.585122,-1.27106,0.630992,1.43594,0.675437,-0.348108,0.135605,1.02354,0.350621,0.514837,0.753267,-0.358044,-1.43756,-2.13196,-1.74154,-1.7663,-1.54092,-0.0113871,-0.100224,-1.05954,-0.718207,0.250467,0.517396,-0.316838,-1.01777,-0.347857,-0.421904,-0.52798,0.114542,0.562714,-0.114463,-1.05779,-0.651634,-0.192026,-0.905088,-0.552232,0.182833,-0.882213,0.396411,0.25773,0.117502,-0.502182,-0.508195,-0.239953
-0.29855,-0.0284145,0.118866,-0.137386,-0.189055,-0.769306,-0.751711,-1.46795,-0.9258,-0.443096,-0.907376,-0.605554,0.780314,0.384447,-0.724839,-1.13856,-1.44526,-0.27805,0.912012,1.63506,1.43954,1.03455,0.0968321,-1.02065,-1.3801,0.154846,1.05409,0.174021,-0.651297,-1.90953,-0.952256,-0.138064,-0.485295,-0.314533,-0.199787,-0.629437,-0.48979,-0.314862,-0.792665,-0.179147,-0.195498,-0.618114,-0.247795,-0.781561,-0.651146,-0.250349,0.269654,0.400149,0.716782,1.71796,-0.830141,0.112083,0.296142,0.487499,-0.492461,-0.579074,-0.22819,0.208809,-0.330241,-0.856127
-0.555173,-0.64128,-0.237644,-1.00783,-1.01711,-0.633955,-0.261324,-0.764502,-0.690977,-1.36263,-1.17489,-1.03248,-1.04074,-1.26201,-1.46233,-1.13985,-0.505858,-0.49294,-0.701627,-0.493985,-0.00876624,0.55074,1.09253,1.25147,1.00143,0.2303,0.515944,0.829195,0.369723,0.492287,0.366483,0.255395,-0.518707,-1.61145,-1.42078,-1.03758,-0.852006,-0.951092,-1.28695,-1.48889,-1.3281,-0.807175,-0.624791,-0.567743,-1.05542,-0.685625,-0.411176,-0.642841,-1.18843,-0.0456669,-0.355477,-0.458812,1.64169,0.953201,-0.125625,-0.247839,-0.798582,-0.687658,-0.378774,-0.498348
