1.22289,-0.294392,0.520404,-0.00474753,0.174117,0.829273,1.15862,-1.32638,1.376,1.57499,1.10045,1.65192,-1.16123,-1.02706,-0.420183,0.712421,1.28531,0.188099,-0.494616,-0.797617,-0.559929,0.611467,1.41533,-0.138902,0.700639
-0.79286,-0.294392,0.566136,0.648038,-0.228078,-1.45313,-1.24405,0.878131,-0.275199,0.35878,1.10045,0.12,-1.16123,-1.02706,-0.420183,1.31617,-0.111766,0.483853,2.33986,0.942638,0.530842,1.96029,-0.26852,-0.138902,0.700639
1.22289,-0.294392,0.507338,-0.776221,-0.0269805,-0.692329,-0.443161,0.327003,-0.275199,0.35878,0.371675,-0.645958,-1.16123,-1.02706,-0.420183,-0.495072,-0.577456,-0.521709,-0.557522,-0.797617,-0.559929,-0.737357,-0.677446,-0.138902,-1.42251
-0.79286,3.38551,0.559603,2.90311,2.98948,1.59007,-0.443161,1.98039,1.376,-0.249322,1.10045,1.65192,-0.14853,0.980219,2.10596,0.712421,-1.04315,0.365551,-0.53902,1.81277,2.33061,0.611467,-0.26852,-0.138902,-1.42251
1.22289,-0.294392,0.442007,1.12279,0.526036,-1.45313,-1.24405,1.98039,1.376,-1.46553,-1.81465,-1.41192,-1.16123,-1.02706,-0.420183,-1.09882,-1.04315,1.90347,-0.531619,-0.797617,-0.559929,0.611467,0.118922,-0.138902,0.700639
1.22289,-0.294392,-1.99484,-1.9631,-1.23356,0.0684721,-0.443161,0.327003,-0.275199,-0.249322,0.371675,0.12,0.864172,-0.0234182,-0.420183,0.712421,0.353925,-2.47368,-0.805446,-0.797617,-0.559929,-0.737357,-0.677446,-0.138902,0.700639
-0.79286,-0.294392,0.481206,-0.538845,-0.429175,-0.692329,-0.443161,-0.775254,-0.275199,0.35878,0.371675,0.885959,-0.14853,-0.0234182,-0.420183,0.712421,1.28531,-0.285106,-0.546421,-0.797617,-0.559929,-0.737357,-0.0988756,-0.138902,0.700639
-0.79286,-0.294392,-1.99484,-0.18278,-1.23356,0.829273,-1.24405,-1.32638,-0.275199,-1.46553,1.10045,0.12,0.864172,-0.0234182,-0.420183,0.712421,0.819616,0.128948,-0.498316,-0.797617,-0.559929,0.611467,-0.26852,-0.138902,0.700639
1.22289,-0.294392,-1.99484,0.410661,0.576311,0.829273,1.95952,0.327003,-0.275199,0.966883,1.10045,1.65192,0.864172,-0.0234182,-0.420183,0.712421,1.28531,-0.225956,-0.576024,-0.797617,-0.559929,1.96029,-0.0838742,-0.138902,0.700639
1.22289,3.38551,0.507338,0.707382,-1.23356,-0.692329,-1.24405,-0.775254,-0.275199,1.57499,0.371675,-0.645958,0.864172,-0.0234182,-0.420183,0.712421,-1.04315,-0.107654,-0.576024,0.0725106,0.639919,-0.737357,-0.677446,-0.138902,-1.42251
-0.79286,-0.294392,0.494272,-0.00474753,-0.630272,0.829273,1.15862,1.42926,-0.275199,0.35878,0.371675,-0.645958,0.864172,-0.0234182,1.09551,0.108674,1.28531,0.128948,-0.583424,0.942638,1.40346,-0.737357,-0.284077,-0.138902,-1.42251
1.22289,-0.294392,0.559603,0.173285,1.3807,0.0684721,-1.24405,-0.224126,-0.275199,-0.249322,-1.08587,0.12,-0.14853,-0.0234182,-0.420183,1.31617,0.819616,0.483853,-0.516818,-0.797617,-0.559929,-0.737357,-0.286485,-0.138902,0.700639
