0.870826,0.284287,1.2517,-0.690822,-1.12445,-0.670134,-0.145425,-0.352051,-0.585079
-0.24875,0.590433,0.63468,-0.170061,0.10208,-0.0261519,-0.791877,-0.352051,-0.585079
-0.719631,0.149582,0.600016,0.190465,0.43776,-0.164148,-0.82701,-0.352051,-0.585079
-0.232286,-0.242285,0.697076,-0.310266,-0.0528498,0.111844,-0.517838,-0.352051,-0.585079
-0.311315,-0.16881,0.648546,-0.410413,0.553957,0.0811785,-0.623237,-0.352051,-0.585079
-0.792074,-0.75661,0.641613,0.350699,0.411939,0.219175,-0.623237,-0.352051,2.08327
-0.308022,-0.132072,0.63468,-0.610705,0.566868,0.127177,-0.552971,-0.352051,-0.585079
-0.265215,-0.31576,0.641613,-0.790968,0.76053,0.111844,-0.503784,-0.352051,-0.585079
0.26823,0.77412,0.620814,-0.150032,-0.737122,0.0965114,-0.461625,-0.352051,-0.585079
-0.268507,-0.499447,0.63468,-0.170061,0.43776,0.111844,-0.391358,-0.352051,0.543836
-0.874396,-0.842331,0.53762,0.230524,0.708887,0.265173,-0.609184,-0.352051,1.87801
-0.242164,-0.744364,0.676277,-0.350325,0.463582,0.157843,-0.278932,-0.352051,-0.585079
-0.815124,-0.646397,0.516821,-0.0899445,0.812173,0.295839,-0.637291,-0.352051,1.87801
-0.291558,-0.670889,0.606949,-0.350325,0.721798,0.0658455,-0.405411,-0.352051,1.15961
-0.242164,-0.977035,0.627747,-0.270208,0.825084,0.127177,-0.321092,-0.352051,-0.585079
-0.24875,-0.732118,0.593083,-0.430442,0.76053,0.127177,-0.398385,-0.352051,-0.585079
-0.173014,-0.891314,0.68321,-0.570647,0.59269,0.173176,-0.180559,-0.352051,-0.585079
1.18365,1.16599,0.808001,-1.11144,-1.6667,-0.532138,0.135641,-0.352051,-0.585079
0.24518,0.602679,0.724807,-0.530588,-0.685479,-0.670134,-0.0470523,-0.352051,-0.585079
-0.334365,-0.474956,0.593083,0.490904,0.10208,0.0658455,-0.363251,-0.352051,0.133321
-0.284972,-0.719873,0.600016,0.0903188,0.127901,0.0658455,-0.307038,-0.352051,1.36486
0.426288,1.66807,0.738673,-2.31319,-0.814587,-0.716133,0.0302409,-0.352051,-0.585079
-0.331072,-0.768856,0.648546,-0.310266,0.179544,0.14251,-0.180559,-0.352051,-0.585079
-0.281679,-0.732118,0.613881,-0.190091,0.476493,0.188509,-0.257852,-0.352051,-0.585079
-0.383758,-0.0341052,0.565351,-0.590676,0.257009,0.00451389,-0.370278,-0.352051,-0.585079
-0.238872,-0.523939,0.593083,-0.4705,0.450671,0.234508,-0.300012,-0.352051,-0.585079
-0.143378,-0.242285,0.551486,-0.0699152,-0.0141174,0.14251,-0.370278,-0.352051,-0.585079
-0.380465,-0.658643,0.551486,-0.230149,0.502314,0.0965114,-0.370278,-0.352051,-0.585079
-0.2257,-1.03826,0.579217,-0.0298567,0.644333,0.111844,-0.292985,-0.352051,-0.585079
-0.173014,-0.401481,0.558419,-0.330296,0.26992,0.157843,-0.328118,-0.352051,-0.585079
-0.2257,-0.928052,0.606949,-0.290237,0.553957,0.173176,-0.187585,-0.352051,0.851722
-0.29485,-0.695381,0.565351,-0.610705,0.799263,0.0965114,-0.285958,-0.352051,-0.585079
-0.20265,-0.683135,0.551486,-0.430442,0.411939,0.173176,-0.278932,-0.171045,1.67275
-0.275093,-1.02602,0.544553,-0.130003,0.954192,0.157843,-0.285958,-0.352051,0.0306927
-0.176307,-0.879069,0.593083,-0.21012,0.386117,0.111844,-0.145425,-0.352051,-0.585079
-0.887567,-0.144318,0.530687,-0.4705,0.114991,0.0965114,-0.271905,-0.352051,-0.585079
0.238595,0.590433,0.58615,-0.250179,-1.08571,0.0198468,-0.124345,-0.130821,-0.585079
-0.130207,-0.817839,0.551486,-0.190091,0.399028,0.219175,-0.194612,-0.352051,-0.585079
1.23963,0.9823,0.787203,-1.95267,-1.13736,-0.59347,0.43076,-0.352051,-0.585079
1.23963,0.9823,0.787203,-1.95267,-1.13736,-0.59347,0.43076,-0.352051,-0.585079
-0.143378,-0.75661,0.565351,-0.650764,0.489403,0.219175,-0.131372,-0.352051,-0.585079
-0.268507,-0.854577,0.509889,-0.49053,0.708887,0.14251,-0.222719,-0.352051,-0.585079
-0.189479,-0.242285,0.48909,-0.230149,0.140812,0.14251,-0.257852,-0.352051,-0.585079
1.22975,0.394499,0.801068,-1.45193,-1.15027,-0.501472,0.550213,-0.352051,-0.585079
-0.166428,-0.830085,0.516821,-0.510559,0.386117,0.188509,-0.138399,-0.352051,2.49378
0.208959,0.100599,0.551486,-0.190091,-0.904962,0.0811785,0.0302409,-0.352051,-0.585079
0.10688,-0.266776,0.475224,-0.530588,0.0891689,0.111844,-0.0892122,-0.352051,1.05698
2.73459,0.712891,0.704008,-1.47196,-1.39557,-0.731466,0.606426,-0.352051,0.441207
1.27256,-0.242285,0.752538,-1.31173,-0.853319,-0.562804,0.746959,-0.352051,-0.585079
0.202373,0.210812,0.461359,-0.430442,-0.737122,0.14251,-0.032999,-0.352051,-0.585079
1.59196,0.382253,0.717874,-1.87255,-1.16318,-0.624135,0.775066,-0.352051,1.05698
0.294573,-0.25453,0.447493,-0.330296,-0.37562,0.157843,0.128614,-0.352051,0.543836
-0.0939853,0.027124,0.128582,-0.510559,0.244098,0.0811785,0.0513208,-0.352051,-0.585079
0.00150795,-0.328006,0.107783,-0.330296,0.257009,0.0811785,0.0794274,-0.352051,-0.585079
-0.192771,-0.242285,0.0869846,-0.310266,0.42485,0.0198468,0.0442942,-0.352051,0.338579
-0.222407,-1.17297,0.0176561,-0.310266,1.35443,0.0965114,0.0724008,-0.352051,1.87801
-2.04666,-0.511693,0.544553,-0.650764,0.42485,0.188509,-0.426491,-0.352051,2.59641
-0.0412994,-0.658643,0.551486,-0.310266,0.386117,0.157843,-0.370278,-0.352051,-0.585079
-0.2718,0.0883532,0.73174,-0.550617,0.43776,0.14251,-0.651344,-0.352051,-0.585079
-0.2718,-0.0218594,0.676277,-0.510559,0.179544,0.111844,-0.482705,-0.352051,0.543836
0.225423,0.235303,0.648546,-0.670793,-0.0141174,-0.547471,-0.138399,-0.352051,-0.585079
0.46251,0.492466,0.620814,-0.250179,-1.20191,-0.578137,-0.201639,1.03567,-0.585079
1.10462,0.125091,0.814934,-1.13147,-1.11153,-0.409475,0.40968,-0.352051,0.543836
1.28573,0.933316,0.78027,-1.33176,-1.67961,-0.762132,0.51508,-0.352051,-0.585079
1.10462,0.0883532,0.73174,-1.09141,-0.827497,-0.486139,0.458866,-0.352051,0.133321
0.86424,0.345516,0.627747,-0.650764,-0.892051,-0.624135,0.311307,-0.352051,-0.585079
1.03876,-0.438218,0.669344,-1.1515,-0.556371,-0.470806,0.627506,-0.352051,1.15961
1.03876,-0.438218,0.669344,-1.1515,-0.427263,-0.470806,0.627506,-0.352051,1.15961
1.03876,-0.352497,0.620814,-1.09141,-0.582192,-0.409475,0.606426,-0.352051,1.05698
1.52611,-0.119826,0.620814,-1.25164,-0.853319,-0.578137,0.852359,-0.352051,-0.277193
-0.864517,1.77828,0.68321,0.59105,-1.00825,-0.516805,-1.12213,-0.352051,0.646464
0.0377295,0.284287,0.821867,-0.350325,-0.892051,0.0658455,-0.447571,-0.352051,2.69904
-0.801953,-0.389235,0.627747,0.150407,0.579779,0.265173,-0.791877,-0.352051,-0.585079
-0.676823,-0.0830886,0.613881,0.250553,0.282831,0.173176,-0.749717,-0.352051,-0.585079
-0.792074,-0.474956,0.606949,0.190465,0.59269,0.341838,-0.742691,-0.352051,-0.585079
-0.811831,-0.474956,0.620814,0.130377,0.605601,0.295839,-0.700531,-0.352051,-0.585079
-0.630723,0.0393698,0.641613,0.190465,-0.336887,0.24984,-0.651344,-0.352051,-0.585079
-0.689995,-0.499447,0.620814,0.190465,0.231188,0.173176,-0.644317,-0.352051,-0.585079
-0.736095,0.62717,0.579217,-0.390383,0.295742,-0.194814,-0.714584,-0.352051,0.851722
-0.811831,-0.719873,0.579217,0.911518,0.26992,0.295839,-0.693504,-0.352051,-0.585079
-0.805245,-0.670889,0.579217,1.35216,0.0117042,0.295839,-0.693504,-0.352051,-0.585079
